# This file is part of the Soletta Project
#
# Copyright (C) 2015 Intel Corporation. All rights reserved.
#
# Licensed under the Apache License, Version 2.0 (the "License");
# you may not use this file except in compliance with the License.
# You may obtain a copy of the License at
#
#     http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing, software
# distributed under the License is distributed on an "AS IS" BASIS,
# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
# See the License for the specific language governing permissions and
# limitations under the License.


#### Week 0 ####
### Monday ###
0 14:00 WaterVolume 40
0 14:00 Light 70
0 14:00 EXP_WaterVolume 40
0 14:00 Moisture 29
0 14:00 Fertilizer 1.8

0 15:00 Temperature 27
0 15:00 WaterVolume 0
0 15:00 Light 70
0 15:00 EXP_WaterVolume 0
0 15:00 Moisture 50
0 15:00 Fertilizer 2.7

0 16:00 Temperature 27
0 16:00 WaterVolume 0
0 16:00 Light 65
0 16:00 EXP_WaterVolume 0
0 16:00 Moisture 49
0 16:00 Fertilizer 1.7

0 17:00 Temperature 27
0 17:00 WaterVolume 0
0 17:00 Light 60
0 17:00 EXP_WaterVolume 0
0 17:00 Moisture 44
0 17:00 Fertilizer 1.9

0 18:00 Temperature 26
0 18:00 WaterVolume 0
0 18:00 Light 50
0 18:00 EXP_WaterVolume 0
0 18:00 Moisture 40
0 18:00 Fertilizer 2.0

0 19:00 Temperature 25
0 19:00 WaterVolume 0
0 19:00 Light 30
0 19:00 EXP_WaterVolume 0
0 19:00 Moisture 40
0 19:00 Fertilizer 1.6

0 20:00 Temperature 24
0 20:00 WaterVolume 0
0 20:00 Light 10
0 20:00 EXP_WaterVolume 0
0 20:00 Moisture 40
0 20:00 Fertilizer 2.3

0 21:00 Temperature 24
0 21:00 WaterVolume 0
0 21:00 Light 10
0 21:00 EXP_WaterVolume 0
0 21:00 Moisture 36
0 21:00 Fertilizer 2.2

0 22:00 Temperature 24
0 22:00 WaterVolume 0
0 22:00 Light 10
0 22:00 EXP_WaterVolume 0
0 22:00 Moisture 34
0 22:00 Fertilizer 1.5

0 23:00 Temperature 24
0 23:00 WaterVolume 0
0 23:00 Light 10
0 23:00 EXP_WaterVolume 0
0 23:00 Moisture 30
0 23:00 Fertilizer 2.0

### Tuesday ###
1 0:00 Temperature 19
1 0:00 WaterVolume 0
1 0:00 Light 10
1 0:00 EXP_WaterVolume 0
1 0:00 Moisture 30
1 0:00 Fertilizer 1.4

1 1:00 Temperature 19
1 1:00 WaterVolume 40
1 1:00 Light 11
1 1:00 EXP_WaterVolume 40
1 1:00 Moisture 26
1 1:00 Fertilizer 1.3

1 2:00 Temperature 19
1 2:00 WaterVolume 40
1 2:00 Light 13
1 2:00 EXP_WaterVolume 40
1 2:00 Moisture 25
1 2:00 Fertilizer 2.0

1 3:00 Temperature 19
1 3:00 WaterVolume 40
1 3:00 Light 15
1 3:00 EXP_WaterVolume 40
1 3:00 Moisture 29
1 3:00 Fertilizer 1.3

1 4:00 Temperature 20
1 4:00 WaterVolume 0
1 4:00 Light 20
1 4:00 EXP_WaterVolume 0
1 4:00 Moisture 31
1 4:00 Fertilizer 2.4

1 5:00 Temperature 20
1 5:00 WaterVolume 0
1 5:00 Light 25
1 5:00 EXP_WaterVolume 0
1 5:00 Moisture 31
1 5:00 Fertilizer 1.3

1 6:00 Temperature 21
1 6:00 WaterVolume 0
1 6:00 Light 40
1 6:00 EXP_WaterVolume 0
1 6:00 Moisture 31
1 6:00 Fertilizer 1.7

1 7:00 Temperature 21
1 7:00 WaterVolume 0
1 7:00 Light 45
1 7:00 EXP_WaterVolume 0
1 7:00 Moisture 30
1 7:00 Fertilizer 2.9

1 8:00 Temperature 21
1 8:00 WaterVolume 0
1 8:00 Light 50
1 8:00 EXP_WaterVolume 0
1 8:00 Moisture 30
1 8:00 Fertilizer 2.7

1 9:00 Temperature 21
1 9:00 WaterVolume 0
1 9:00 Light 50
1 9:00 EXP_WaterVolume 0
1 9:00 Moisture 30
1 9:00 Fertilizer 1.6

1 10:00 Temperature 21
1 10:00 WaterVolume 40
1 10:00 Light 50
1 10:00 EXP_WaterVolume 40
1 10:00 Moisture 26
1 10:00 Fertilizer 1.0

1 11:00 Temperature 22
1 11:00 WaterVolume 0
1 11:00 Light 60
1 11:00 EXP_WaterVolume 0
1 11:00 Moisture 30
1 11:00 Fertilizer 2.7

1 12:00 Temperature 23
1 12:00 WaterVolume 0
1 12:00 Light 80
1 12:00 EXP_WaterVolume 0
1 12:00 Moisture 30
1 12:00 Fertilizer 2.3

1 13:00 Temperature 22
1 13:00 WaterVolume 40
1 13:00 Light 70
1 13:00 EXP_WaterVolume 40
1 13:00 Moisture 27
1 13:00 Fertilizer 1.0

1 14:00 Temperature 22
1 14:00 WaterVolume 40
1 14:00 Light 70
1 14:00 EXP_WaterVolume 40
1 14:00 Moisture 28
1 14:00 Fertilizer 2.4

1 15:00 Temperature 22
1 15:00 WaterVolume 0
1 15:00 Light 70
1 15:00 EXP_WaterVolume 0
1 15:00 Moisture 30
1 15:00 Fertilizer 2.3

1 16:00 Temperature 22
1 16:00 WaterVolume 40
1 16:00 Light 65
1 16:00 EXP_WaterVolume 40
1 16:00 Moisture 27
1 16:00 Fertilizer 1.9

1 17:00 Temperature 22
1 17:00 WaterVolume 0
1 17:00 Light 60
1 17:00 EXP_WaterVolume 0
1 17:00 Moisture 30
1 17:00 Fertilizer 2.8

1 18:00 Temperature 21
1 18:00 WaterVolume 40
1 18:00 Light 50
1 18:00 EXP_WaterVolume 40
1 18:00 Moisture 27
1 18:00 Fertilizer 1.1

1 19:00 Temperature 20
1 19:00 WaterVolume 40
1 19:00 Light 30
1 19:00 EXP_WaterVolume 40
1 19:00 Moisture 28
1 19:00 Fertilizer 1.3

1 20:00 Temperature 19
1 20:00 WaterVolume 0
1 20:00 Light 10
1 20:00 EXP_WaterVolume 0
1 20:00 Moisture 32
1 20:00 Fertilizer 2.3

1 21:00 Temperature 19
1 21:00 WaterVolume 0
1 21:00 Light 10
1 21:00 EXP_WaterVolume 0
1 21:00 Moisture 32
1 21:00 Fertilizer 2.3

1 22:00 Temperature 19
1 22:00 WaterVolume 0
1 22:00 Light 10
1 22:00 EXP_WaterVolume 0
1 22:00 Moisture 32
1 22:00 Fertilizer 1.5

1 23:00 Temperature 19
1 23:00 WaterVolume 40
1 23:00 Light 10
1 23:00 EXP_WaterVolume 40
1 23:00 Moisture 29
1 23:00 Fertilizer 2.2

### Wednesday ###
2 0:00 Temperature 23
2 0:00 WaterVolume 40
2 0:00 Light 10
2 0:00 EXP_WaterVolume 40
2 0:00 Moisture 29
2 0:00 Fertilizer 1.5

2 1:00 Temperature 23
2 1:00 WaterVolume 0
2 1:00 Light 11
2 1:00 EXP_WaterVolume 0
2 1:00 Moisture 30
2 1:00 Fertilizer 2.9

2 2:00 Temperature 23
2 2:00 WaterVolume 40
2 2:00 Light 13
2 2:00 EXP_WaterVolume 40
2 2:00 Moisture 25
2 2:00 Fertilizer 2.4

2 3:00 Temperature 23
2 3:00 WaterVolume 40
2 3:00 Light 15
2 3:00 EXP_WaterVolume 40
2 3:00 Moisture 25
2 3:00 Fertilizer 2.0

2 4:00 Temperature 24
2 4:00 WaterVolume 40
2 4:00 Light 20
2 4:00 EXP_WaterVolume 40
2 4:00 Moisture 26
2 4:00 Fertilizer 1.5

2 5:00 Temperature 24
2 5:00 WaterVolume 0
2 5:00 Light 25
2 5:00 EXP_WaterVolume 0
2 5:00 Moisture 30
2 5:00 Fertilizer 2.6

2 6:00 Temperature 25
2 6:00 WaterVolume 40
2 6:00 Light 40
2 6:00 EXP_WaterVolume 40
2 6:00 Moisture 26
2 6:00 Fertilizer 1.0

2 7:00 Temperature 25
2 7:00 WaterVolume 40
2 7:00 Light 45
2 7:00 EXP_WaterVolume 40
2 7:00 Moisture 26
2 7:00 Fertilizer 2.8

2 8:00 Temperature 25
2 8:00 WaterVolume 40
2 8:00 Light 50
2 8:00 EXP_WaterVolume 40
2 8:00 Moisture 27
2 8:00 Fertilizer 1.8

2 9:00 Temperature 25
2 9:00 WaterVolume 0
2 9:00 Light 50
2 9:00 EXP_WaterVolume 0
2 9:00 Moisture 30
2 9:00 Fertilizer 1.5

2 10:00 Temperature 25
2 10:00 WaterVolume 40
2 10:00 Light 50
2 10:00 EXP_WaterVolume 40
2 10:00 Moisture 27
2 10:00 Fertilizer 2.0

2 11:00 Temperature 26
2 11:00 WaterVolume 40
2 11:00 Light 60
2 11:00 EXP_WaterVolume 40
2 11:00 Moisture 28
2 11:00 Fertilizer 1.8

2 12:00 Temperature 27
2 12:00 WaterVolume 40
2 12:00 Light 80
2 12:00 EXP_WaterVolume 40
2 12:00 Moisture 28
2 12:00 Fertilizer 1.3

2 13:00 Temperature 26
2 13:00 WaterVolume 0
2 13:00 Light 70
2 13:00 EXP_WaterVolume 0
2 13:00 Moisture 30
2 13:00 Fertilizer 1.0

2 14:00 Temperature 26
2 14:00 WaterVolume 0
2 14:00 Light 70
2 14:00 EXP_WaterVolume 0
2 14:00 Moisture 30
2 14:00 Fertilizer 1.2

2 15:00 Temperature 26
2 15:00 WaterVolume 80
2 15:00 Light 70
2 15:00 EXP_WaterVolume 80
2 15:00 Moisture 0
2 15:00 Fertilizer 2.0

2 16:00 Temperature 26
2 16:00 WaterVolume 80
2 16:00 Light 65
2 16:00 EXP_WaterVolume 80
2 16:00 Moisture 6
2 16:00 Fertilizer 1.7

2 17:00 Temperature 26
2 17:00 WaterVolume 60
2 17:00 Light 60
2 17:00 EXP_WaterVolume 60
2 17:00 Moisture 14
2 17:00 Fertilizer 2.1

2 18:00 Temperature 25
2 18:00 WaterVolume 60
2 18:00 Light 50
2 18:00 EXP_WaterVolume 60
2 18:00 Moisture 17
2 18:00 Fertilizer 2.7

2 19:00 Temperature 24
2 19:00 WaterVolume 40
2 19:00 Light 30
2 19:00 EXP_WaterVolume 40
2 19:00 Moisture 20
2 19:00 Fertilizer 2.0

2 20:00 Temperature 23
2 20:00 WaterVolume 60
2 20:00 Light 10
2 20:00 EXP_WaterVolume 60
2 20:00 Moisture 19
2 20:00 Fertilizer 1.0

2 21:00 Temperature 23
2 21:00 WaterVolume 40
2 21:00 Light 10
2 21:00 EXP_WaterVolume 40
2 21:00 Moisture 24
2 21:00 Fertilizer 2.8

2 22:00 Temperature 23
2 22:00 WaterVolume 40
2 22:00 Light 10
2 22:00 EXP_WaterVolume 40
2 22:00 Moisture 24
2 22:00 Fertilizer 1.6

2 23:00 Temperature 23
2 23:00 WaterVolume 40
2 23:00 Light 10
2 23:00 EXP_WaterVolume 40
2 23:00 Moisture 23
2 23:00 Fertilizer 2.6

### Thursday ###
3 0:00 Temperature 21
3 0:00 WaterVolume 40
3 0:00 Light 10
3 0:00 EXP_WaterVolume 40
3 0:00 Moisture 22
3 0:00 Fertilizer 1.0

3 1:00 Temperature 21
3 1:00 WaterVolume 40
3 1:00 Light 11
3 1:00 EXP_WaterVolume 40
3 1:00 Moisture 25
3 1:00 Fertilizer 1.1

3 2:00 Temperature 21
3 2:00 WaterVolume 40
3 2:00 Light 13
3 2:00 EXP_WaterVolume 40
3 2:00 Moisture 24
3 2:00 Fertilizer 1.2

3 3:00 Temperature 21
3 3:00 WaterVolume 40
3 3:00 Light 15
3 3:00 EXP_WaterVolume 40
3 3:00 Moisture 28
3 3:00 Fertilizer 1.1

3 4:00 Temperature 22
3 4:00 WaterVolume 0
3 4:00 Light 20
3 4:00 EXP_WaterVolume 0
3 4:00 Moisture 31
3 4:00 Fertilizer 1.3

3 5:00 Temperature 22
3 5:00 WaterVolume 0
3 5:00 Light 25
3 5:00 EXP_WaterVolume 0
3 5:00 Moisture 31
3 5:00 Fertilizer 1.9

3 6:00 Temperature 23
3 6:00 WaterVolume 40
3 6:00 Light 40
3 6:00 EXP_WaterVolume 40
3 6:00 Moisture 28
3 6:00 Fertilizer 1.8

3 7:00 Temperature 23
3 7:00 WaterVolume 0
3 7:00 Light 45
3 7:00 EXP_WaterVolume 0
3 7:00 Moisture 30
3 7:00 Fertilizer 1.9

3 8:00 Temperature 23
3 8:00 WaterVolume 0
3 8:00 Light 50
3 8:00 EXP_WaterVolume 0
3 8:00 Moisture 30
3 8:00 Fertilizer 1.8

3 9:00 Temperature 23
3 9:00 WaterVolume 40
3 9:00 Light 50
3 9:00 EXP_WaterVolume 40
3 9:00 Moisture 25
3 9:00 Fertilizer 1.5

3 10:00 Temperature 23
3 10:00 WaterVolume 40
3 10:00 Light 50
3 10:00 EXP_WaterVolume 40
3 10:00 Moisture 28
3 10:00 Fertilizer 1.4

3 11:00 Temperature 24
3 11:00 WaterVolume 40
3 11:00 Light 60
3 11:00 EXP_WaterVolume 40
3 11:00 Moisture 29
3 11:00 Fertilizer 2.0

3 12:00 Temperature 25
3 12:00 WaterVolume 0
3 12:00 Light 80
3 12:00 EXP_WaterVolume 0
3 12:00 Moisture 32
3 12:00 Fertilizer 2.5

3 13:00 Temperature 24
3 13:00 WaterVolume 0
3 13:00 Light 70
3 13:00 EXP_WaterVolume 0
3 13:00 Moisture 30
3 13:00 Fertilizer 2.1

3 14:00 Temperature 24
3 14:00 WaterVolume 40
3 14:00 Light 70
3 14:00 EXP_WaterVolume 40
3 14:00 Moisture 29
3 14:00 Fertilizer 1.6

3 15:00 Temperature 24
3 15:00 WaterVolume 40
3 15:00 Light 70
3 15:00 EXP_WaterVolume 40
3 15:00 Moisture 28
3 15:00 Fertilizer 1.7

3 16:00 Temperature 24
3 16:00 WaterVolume 40
3 16:00 Light 65
3 16:00 EXP_WaterVolume 40
3 16:00 Moisture 28
3 16:00 Fertilizer 1.2

3 17:00 Temperature 24
3 17:00 WaterVolume 40
3 17:00 Light 60
3 17:00 EXP_WaterVolume 40
3 17:00 Moisture 29
3 17:00 Fertilizer 1.1

3 18:00 Temperature 23
3 18:00 WaterVolume 0
3 18:00 Light 50
3 18:00 EXP_WaterVolume 0
3 18:00 Moisture 33
3 18:00 Fertilizer 2.6

3 19:00 Temperature 22
3 19:00 WaterVolume 0
3 19:00 Light 30
3 19:00 EXP_WaterVolume 0
3 19:00 Moisture 32
3 19:00 Fertilizer 1.8

3 20:00 Temperature 21
3 20:00 WaterVolume 0
3 20:00 Light 10
3 20:00 EXP_WaterVolume 0
3 20:00 Moisture 30
3 20:00 Fertilizer 2.1

3 21:00 Temperature 21
3 21:00 WaterVolume 40
3 21:00 Light 10
3 21:00 EXP_WaterVolume 40
3 21:00 Moisture 26
3 21:00 Fertilizer 2.3

3 22:00 Temperature 21
3 22:00 WaterVolume 40
3 22:00 Light 10
3 22:00 EXP_WaterVolume 40
3 22:00 Moisture 25
3 22:00 Fertilizer 1.8

3 23:00 Temperature 21
3 23:00 WaterVolume 40
3 23:00 Light 10
3 23:00 EXP_WaterVolume 40
3 23:00 Moisture 25
3 23:00 Fertilizer 2.1

### Friday ###
4 0:00 Temperature 24
4 0:00 WaterVolume 40
4 0:00 Light 10
4 0:00 EXP_WaterVolume 40
4 0:00 Moisture 29
4 0:00 Fertilizer 2.0

4 1:00 Temperature 24
4 1:00 WaterVolume 0
4 1:00 Light 11
4 1:00 EXP_WaterVolume 0
4 1:00 Moisture 33
4 1:00 Fertilizer 2.0

4 2:00 Temperature 24
4 2:00 WaterVolume 0
4 2:00 Light 13
4 2:00 EXP_WaterVolume 0
4 2:00 Moisture 33
4 2:00 Fertilizer 2.2

4 3:00 Temperature 24
4 3:00 WaterVolume 0
4 3:00 Light 15
4 3:00 EXP_WaterVolume 0
4 3:00 Moisture 33
4 3:00 Fertilizer 1.4

4 4:00 Temperature 25
4 4:00 WaterVolume 0
4 4:00 Light 20
4 4:00 EXP_WaterVolume 0
4 4:00 Moisture 30
4 4:00 Fertilizer 1.5

4 5:00 Temperature 25
4 5:00 WaterVolume 40
4 5:00 Light 25
4 5:00 EXP_WaterVolume 40
4 5:00 Moisture 29
4 5:00 Fertilizer 1.4

4 6:00 Temperature 26
4 6:00 WaterVolume 0
4 6:00 Light 40
4 6:00 EXP_WaterVolume 0
4 6:00 Moisture 32
4 6:00 Fertilizer 1.9

4 7:00 Temperature 26
4 7:00 WaterVolume 40
4 7:00 Light 45
4 7:00 EXP_WaterVolume 40
4 7:00 Moisture 27
4 7:00 Fertilizer 1.7

4 8:00 Temperature 26
4 8:00 WaterVolume 40
4 8:00 Light 50
4 8:00 EXP_WaterVolume 40
4 8:00 Moisture 27
4 8:00 Fertilizer 2.2

4 9:00 Temperature 26
4 9:00 WaterVolume 0
4 9:00 Light 50
4 9:00 EXP_WaterVolume 0
4 9:00 Moisture 31
4 9:00 Fertilizer 2.7

4 10:00 Temperature 26
4 10:00 WaterVolume 0
4 10:00 Light 50
4 10:00 EXP_WaterVolume 0
4 10:00 Moisture 30
4 10:00 Fertilizer 2.8

4 11:00 Temperature 27
4 11:00 WaterVolume 40
4 11:00 Light 60
4 11:00 EXP_WaterVolume 40
4 11:00 Moisture 29
4 11:00 Fertilizer 1.6

4 12:00 Temperature 28
4 12:00 WaterVolume 0
4 12:00 Light 80
4 12:00 EXP_WaterVolume 0
4 12:00 Moisture 32
4 12:00 Fertilizer 2.9

4 13:00 Temperature 27
4 13:00 WaterVolume 0
4 13:00 Light 70
4 13:00 EXP_WaterVolume 0
4 13:00 Moisture 31
4 13:00 Fertilizer 1.2

4 14:00 Temperature 27
4 14:00 WaterVolume 0
4 14:00 Light 70
4 14:00 EXP_WaterVolume 0
4 14:00 Moisture 30
4 14:00 Fertilizer 2.7

4 15:00 Temperature 27
4 15:00 WaterVolume 40
4 15:00 Light 70
4 15:00 EXP_WaterVolume 40
4 15:00 Moisture 25
4 15:00 Fertilizer 1.5

4 16:00 Temperature 27
4 16:00 WaterVolume 40
4 16:00 Light 65
4 16:00 EXP_WaterVolume 40
4 16:00 Moisture 27
4 16:00 Fertilizer 1.4

4 17:00 Temperature 27
4 17:00 WaterVolume 40
4 17:00 Light 60
4 17:00 EXP_WaterVolume 40
4 17:00 Moisture 28
4 17:00 Fertilizer 1.0

4 18:00 Temperature 26
4 18:00 WaterVolume 0
4 18:00 Light 50
4 18:00 EXP_WaterVolume 0
4 18:00 Moisture 30
4 18:00 Fertilizer 2.1

4 19:00 Temperature 25
4 19:00 WaterVolume 0
4 19:00 Light 30
4 19:00 EXP_WaterVolume 0
4 19:00 Moisture 30
4 19:00 Fertilizer 2.2

4 20:00 Temperature 24
4 20:00 WaterVolume 40
4 20:00 Light 10
4 20:00 EXP_WaterVolume 40
4 20:00 Moisture 27
4 20:00 Fertilizer 2.6

4 21:00 Temperature 24
4 21:00 WaterVolume 40
4 21:00 Light 10
4 21:00 EXP_WaterVolume 40
4 21:00 Moisture 27
4 21:00 Fertilizer 2.1

4 22:00 Temperature 24
4 22:00 WaterVolume 40
4 22:00 Light 10
4 22:00 EXP_WaterVolume 40
4 22:00 Moisture 29
4 22:00 Fertilizer 1.2

4 23:00 Temperature 24
4 23:00 WaterVolume 40
4 23:00 Light 10
4 23:00 EXP_WaterVolume 40
4 23:00 Moisture 28
4 23:00 Fertilizer 1.2

### Saturday ###
5 0:00 Temperature 20
5 0:00 WaterVolume 40
5 0:00 Light 10
5 0:00 EXP_WaterVolume 40
5 0:00 Moisture 27
5 0:00 Fertilizer 1.1

5 1:00 Temperature 20
5 1:00 WaterVolume 40
5 1:00 Light 11
5 1:00 EXP_WaterVolume 40
5 1:00 Moisture 27
5 1:00 Fertilizer 2.2

5 2:00 Temperature 20
5 2:00 WaterVolume 40
5 2:00 Light 13
5 2:00 EXP_WaterVolume 40
5 2:00 Moisture 28
5 2:00 Fertilizer 2.9

5 3:00 Temperature 20
5 3:00 WaterVolume 40
5 3:00 Light 15
5 3:00 EXP_WaterVolume 40
5 3:00 Moisture 29
5 3:00 Fertilizer 2.3

5 4:00 Temperature 21
5 4:00 WaterVolume 40
5 4:00 Light 20
5 4:00 EXP_WaterVolume 40
5 4:00 Moisture 28
5 4:00 Fertilizer 2.7

5 5:00 Temperature 21
5 5:00 WaterVolume 0
5 5:00 Light 25
5 5:00 EXP_WaterVolume 0
5 5:00 Moisture 30
5 5:00 Fertilizer 2.1

5 6:00 Temperature 22
5 6:00 WaterVolume 40
5 6:00 Light 40
5 6:00 EXP_WaterVolume 40
5 6:00 Moisture 27
5 6:00 Fertilizer 1.3

5 7:00 Temperature 22
5 7:00 WaterVolume 40
5 7:00 Light 45
5 7:00 EXP_WaterVolume 40
5 7:00 Moisture 26
5 7:00 Fertilizer 2.2

5 8:00 Temperature 22
5 8:00 WaterVolume 40
5 8:00 Light 50
5 8:00 EXP_WaterVolume 40
5 8:00 Moisture 28
5 8:00 Fertilizer 1.7

5 9:00 Temperature 22
5 9:00 WaterVolume 0
5 9:00 Light 50
5 9:00 EXP_WaterVolume 0
5 9:00 Moisture 31
5 9:00 Fertilizer 1.4

5 10:00 Temperature 22
5 10:00 WaterVolume 40
5 10:00 Light 50
5 10:00 EXP_WaterVolume 40
5 10:00 Moisture 26
5 10:00 Fertilizer 2.2

5 11:00 Temperature 23
5 11:00 WaterVolume 40
5 11:00 Light 60
5 11:00 EXP_WaterVolume 40
5 11:00 Moisture 28
5 11:00 Fertilizer 1.8

5 12:00 Temperature 24
5 12:00 WaterVolume 0
5 12:00 Light 80
5 12:00 EXP_WaterVolume 0
5 12:00 Moisture 30
5 12:00 Fertilizer 2.4

5 13:00 Temperature 23
5 13:00 WaterVolume 40
5 13:00 Light 70
5 13:00 EXP_WaterVolume 40
5 13:00 Moisture 25
5 13:00 Fertilizer 1.7

5 14:00 Temperature 23
5 14:00 WaterVolume 40
5 14:00 Light 70
5 14:00 EXP_WaterVolume 40
5 14:00 Moisture 28
5 14:00 Fertilizer 1.4

5 15:00 Temperature 23
5 15:00 WaterVolume 0
5 15:00 Light 70
5 15:00 EXP_WaterVolume 0
5 15:00 Moisture 32
5 15:00 Fertilizer 1.8

5 16:00 Temperature 23
5 16:00 WaterVolume 0
5 16:00 Light 65
5 16:00 EXP_WaterVolume 0
5 16:00 Moisture 30
5 16:00 Fertilizer 1.5

5 17:00 Temperature 23
5 17:00 WaterVolume 40
5 17:00 Light 60
5 17:00 EXP_WaterVolume 40
5 17:00 Moisture 25
5 17:00 Fertilizer 1.3

5 18:00 Temperature 22
5 18:00 WaterVolume 40
5 18:00 Light 50
5 18:00 EXP_WaterVolume 40
5 18:00 Moisture 29
5 18:00 Fertilizer 1.5

5 19:00 Temperature 21
5 19:00 WaterVolume 0
5 19:00 Light 30
5 19:00 EXP_WaterVolume 0
5 19:00 Moisture 32
5 19:00 Fertilizer 1.0

5 20:00 Temperature 20
5 20:00 WaterVolume 0
5 20:00 Light 10
5 20:00 EXP_WaterVolume 0
5 20:00 Moisture 31
5 20:00 Fertilizer 2.4

5 21:00 Temperature 20
5 21:00 WaterVolume 40
5 21:00 Light 10
5 21:00 EXP_WaterVolume 40
5 21:00 Moisture 28
5 21:00 Fertilizer 1.9

5 22:00 Temperature 20
5 22:00 WaterVolume 0
5 22:00 Light 10
5 22:00 EXP_WaterVolume 0
5 22:00 Moisture 30
5 22:00 Fertilizer 2.3

5 23:00 Temperature 20
5 23:00 WaterVolume 0
5 23:00 Light 10
5 23:00 EXP_WaterVolume 0
5 23:00 Moisture 30
5 23:00 Fertilizer 1.9

### Sunday ###
6 0:00 Temperature 17
6 0:00 WaterVolume 40
6 0:00 Light 10
6 0:00 EXP_WaterVolume 40
6 0:00 Moisture 27
6 0:00 Fertilizer 2.5

6 1:00 Temperature 17
6 1:00 WaterVolume 0
6 1:00 Light 11
6 1:00 EXP_WaterVolume 0
6 1:00 Moisture 31
6 1:00 Fertilizer 2.8

6 2:00 Temperature 17
6 2:00 WaterVolume 40
6 2:00 Light 13
6 2:00 EXP_WaterVolume 40
6 2:00 Moisture 26
6 2:00 Fertilizer 1.7

6 3:00 Temperature 17
6 3:00 WaterVolume 40
6 3:00 Light 15
6 3:00 EXP_WaterVolume 40
6 3:00 Moisture 28
6 3:00 Fertilizer 1.8

6 4:00 Temperature 18
6 4:00 WaterVolume 0
6 4:00 Light 20
6 4:00 EXP_WaterVolume 0
6 4:00 Moisture 32
6 4:00 Fertilizer 1.9

6 5:00 Temperature 18
6 5:00 WaterVolume 0
6 5:00 Light 25
6 5:00 EXP_WaterVolume 0
6 5:00 Moisture 30
6 5:00 Fertilizer 2.8

6 6:00 Temperature 19
6 6:00 WaterVolume 40
6 6:00 Light 40
6 6:00 EXP_WaterVolume 40
6 6:00 Moisture 27
